input,instruction,span_start,span_end,span_text,output
,Who was worried about her?,40.0,66.0,"Jo, I'm anxious about Beth",Her mother
,what are 2 topics of these texts?,770.0,810.0,"These texts discuss theology, philosophy",theology and philosophy
,What is the NCAA President Mark Emmert's statement regarding the tragedy?,222.0,277.0,""" for any coaching community to lose bright stars like kurt and miranda is tragic , "" ncaa president mark emmert said in a statement . "" this is a profound loss for the oklahoma state women ' s basketball family , the entire university and future women ' s basketball players as well",""" for any coaching community to lose bright stars like kurt and miranda is tragic , "" ncaa president mark emmert said in a statement . "" this is a profound loss for the oklahoma state women ' s basketball family , the entire university and future women ' s basketball players as well"
,Has there been any clues to there whereabouts?,1085.0,1328.0,"Nigeria hasn't given a lot of information about its efforts other than to say that its soldiers have been out in the field, looking for the girls. Nigerian police offered a $310,000 reward, but there's no evidence that has turned up any leads.",no
,Does the Universal Declaration of Human Rights impose obligations as a matter of international law?,0.0,239.0,does not,does not
,did she die of natural causes?,685.0,725.0,daughter Fiona was killed in the bombing,No
,When did he purchase the copyhold of Cranbury?,900.0,950.0,who purchased the copyhold of Cranbury before 1643,before 1643
,Do they think race can be attributed strictly to biology?,793.0,837.0,racial groups cannot be biologically defined,no
,what is the girl's father's name?,0.0,185.0,Jeremy Irwin,Jeremy Irwin
,What could they do that didn't harm their reputation?,1187.0,1205.0,shop unaccompanied,shop unaccompanied
,what royalty did it belong to?,96.0,110.0,King Richard I,King Richard I
,Until when?,1005.0,1125.0,"""Turn in, boys, and sleep till we get back with the chuck-wagon,"" said Wilson Moore. ""We'll clean up that bunch to-day.""",Until they got back
,What time?,0.0,205.0,20h50,20h50
,What did Gene Cole testify to hearing Eddie Ray Routh say?,89.0,99.0,i shot them because they wouldn ' t talk to me,i shot them because they wouldn ' t talk to me
,Where did she eat?,518.0,575.0,0,Cereal
,What building was destroyed?,194.0,0.0,a five-story apartment building and its neighbor were gone,an apartment building
,Were they friends?,658.0,719.0,"Rod was a great pal to me ... we were very, very good friends",yes
,who did he complain to about it?,526.0,534.0,Mr Venus,Mr Venus
,What did General Sergei Shoigu describe the activity of U.S. and NATO troops near Russia's border as?,77.0,77.0,unprecedented,unprecedented
,What year did that stop?,603.0,740.0,0,2013
,What is the purpose of relative density?,245.0,258.0,the ratio of the density of the material to that of a standard material,the ratio of the density of the material to that of a standard material
,Is he more left or right?,1381.0,1394.0,Conservative ,Right
,What does it rank ad a tourist destination in the United Kingdom?,653.0,705.0,second most popular tourist destination after London,second
,When did both goals happen?,829.0,943.0,"n Dublin, first-half goals from Kevin Doyle and Liam Lawrence helped Ireland to victory over the South Americans. ",first-half
,Did he walk for 26.2 miles?,0.0,0.0,He ran 26.2 miles.,no
,What was one of her favorite parts of the sixties?,602.0,0.0,My favorite looks in the '60s were the bright colors and bold patterns,The bright colors and bold patterns
,who were they?,0.0,979.0,"he party contained Tom and Sam, and Mr. Strong","Tom and Sam, and Mr. Strong"
,What was the date of the annual snowballing contest?,113.0,0.0,this day was the date set for the annual snowballing contest .,this day was the date set for the annual snowballing contest .
,"What inspired Ice-T to create the documentary ""Something from Nothing: The Art of Rap""?",93.0,161.0,"the film explores the genre as art form and includes lots of big names in the music industry , including kanye west , nas , eminem and dr . dre . when it came time to find voices for his project , ice didn ' t have to look far . "" i did the film by calling only my friends i had in my address book","the film explores the genre as art form and includes lots of big names in the music industry , including kanye west , nas , eminem and dr . dre . when it came time to find voices for his project , ice didn ' t have to look far . "" i did the film by calling only my friends i had in my address book"
,who else was there?,1042.0,1050.0,Duncombe,Duncombe
,What type of glass did Señor Ramirez have on the table?,154.0,0.0,copitas,copitas
,who?,400.0,466.0,"Baldwin, Damien Echols and Jessie Misskelley Jr. -- freed Friday i","Baldwin, Damien Echols and Jessie Misskelley"
,Why did she want to hire him?,0.0,340.0,Eager to fix breasts that weren't the same size and a rash that occurred where her breasts rubbed against her stomach,She wanted to fix breasts that weren't the same size and a rash that occurred where her breasts rubbed against her stomach
,Where the blinds open or closed?,394.0,426.0,The lattice shutters were closed,closed
,Was the fossil voted on in an election?,1400.0,1570.0,0,no
,What did she attend early in her career?,907.0,0.0,"And, Victoria Budson, on a lifelong mission to eliminate the pay gap between men and women, spoke movingly about a press conference she attended early in her career about gender bias in the courts.",a press conference
,Does more than one language have a genitive case?,990.0,1025.0,0,yes
,Does it have any sub-traditions?,1390.0,1434.0,Jainism has two major ancient sub-traditions,Jainism has two major ancient sub-traditions
,And?,1462.0,1466.0,0,soda
,Is it a 40 hour a week job?,135.0,166.0, it can be like a full-time gig,It can be
,How did Peter know he was gone?,711.0,0.0,0,the voice of Blacky the Crow
,Then who got it?,1006.0,1011.0,0,India
,"And if it were higher, what could happen?",0.0,1057.0,0,higher resulting quality
,what happens to old check in locations on the map?,906.0,0.0,"If it was a while ago, the image will appear faded, like a ghost. ",It will appear faded
,How old was he?,851.0,860.0,"Foley, 40",40
,What changed in 1998?,1644.0,1687.0,0,the homepage
,What is going to court?,15.0,80.0,rthwestern football union case is going to Capitol Hill next week,Northwestern football union case
,Who sprawled on the ground?,44.0,198.0,"Leaving Christian and Adams to carry out their philanthropic intentions, we return to Matthew Quintal, whom we left sprawling on the ground in his garden.",Matthew Quintal
,and now?,577.0,662.0,"its programming now consists mainly of original reality, comedy and drama programming",original reality
,What did Bladud ask the Hebrew before allowing him to enter the hut?,236.0,238.0,shake your hand,shake your hand
,Were there scary movies about monsters?,353.0,0.0,0,yes
,Is anyone more creative than him?,162.0,0.0,Old Man Coyote has the craftiest brain of all the little people,no
,And the last?,144.0,0.0,"Chart rankings are based on sales (physical and digital), radio play, ",radio play
,When did he score?,314.0,369.0,0,in the 82nd minute
,How is she described?,1418.0,1428.0, a paragon,a paragon
,What did Matt remember hearing his mother say about his father's affairs?,341.0,359.0,"he would not trust any one with his affairs , but kept all his money and papers hidden away","he would not trust any one with his affairs , but kept all his money and papers hidden away"
,What shapes will the new Kraft Macaroni & Cheese products come in?,185.0,188.0,halloween and winter shapes,halloween and winter shapes
,Is that location associated with a river?,662.0,798.0,It moved to its present location on Oyster Point in 1680 from a location on the west bank of the Ashley River known as Albemarle Point. ,Yes
,Did everyone think so?,0.0,0.0,No one spoke of it or seemed aware of it,No
,Any others?,0.0,977.0," notable thinkers such as al-Farabi, Solomon ibn Gabirol (""Avicebron""), ","Solomon ibn Gabirol (""Avicebron"")"
,By whom?,861.0,903.0,"""Vot kind of a play is dot Shakespeares?"" ",Shakespeare
,Did Lizard join him?,1303.0,1350.0,The Lizard approached and sat down opposite him,yes
,what proved it was her son?,435.0,523.0,0,DNA
,What games does she try to play most?,879.0,917.0,0,active games
,Who might have poisoned him?,463.0,499.0,some say jealous rivals poisoned him,jealous rivals
,What did he want to do?,175.0,199.0," We want to follow them,","to follow them,"
,Were the prints too large?,159.0,168.0,0,yes
,What country is that in?,661.0,668.0,0,Belarus
,How many?,0.0,1247.0, he set 25 world records,25
,What was the title given to Paul the Apostle after his conversion?,0.0,191.0,apostle to the gentiles,apostle to the gentiles
,does Friedman think the system works?,1089.0,1105.0,the system works,yes
,When?,0.0,924.0,0,1571
,What would have happened if Trent had not been vigilant during their journey?,195.0,0.0,"a blanket displaced , a dose of brandy forgotten","a blanket displaced , a dose of brandy forgotten"
,What did Dave call out to Phil when he started to run away?,288.0,294.0,""" come back here , phil !",""" come back here , phil !"
,Where was he from?,0.0,62.0,Spanish,He was a Spanish guy
,"What is the traditional time slot for ""The Tonight Show""?",79.0,84.0,11 : 35 p . m,11 : 35 p . m
,who was asked something?,263.0,268.0,Belle,Belle
,Who was the first person to meet Bob?,66.0,73.0,Burgess,Burgess
,when?,850.0,871.0,November of that year,November of that year
,In what month?,364.0,401.0,sacking of Andre Villas-Boas in March,March
,Was the pond huge?,672.0,691.0,"The pond was small,",no
,In what year?,933.0,949.0,0,1690
,Who first invaded Württemberg?,516.0,577.0,"In 100 AD, the Roman Empire invaded and occupied Württemberg,",the Roman Empire
,What is one of them?,0.0,97.0,Berlin is the capital and the largest city of Germany as well as one of its 16 constituent states,Berlin
,what is his lawyers name,396.0,0.0,Aldo Cotrina,Aldo Cotrina
,What game did he play thereafter?,1077.0,0.0,"A waiter would instantly place the chessboard with its marshalled ranks of combatants in the required position, and the contest would begin.",chess
,What happened to their language?,839.0,976.0,0,formed the basis of modern-day dialects
,What did she say he was giving her?,1382.0,1388.0,a meal,a meal
,In what country?,0.0,874.0,The Duchy of Lancaster is one of two royal duchies in England,England
,What institutes and research centres are associated with the University of Melbourne?,199.0,232.0,"walter and eliza hall institute of medical research , florey institute of neuroscience and mental health , the melbourne institute of applied economic and social research and the grattan institute","walter and eliza hall institute of medical research , florey institute of neuroscience and mental health , the melbourne institute of applied economic and social research and the grattan institute"
,What kind of games are played with the food items?,57.0,58.0,swimming races,swimming races
,what?,419.0,454.0, whether the letter would go direct,whether the letter would go direct
,Who was its director in 1990?,641.0,660.0,Sir Tim Berners-Lee,Sir Tim Berners-Lee
,What's it like?,384.0,420.0,It is closely related to the Teochew,Teochew
,Where was the suit filed?,675.0,0.0,"suit was filed last week in Mecklenburg County, North Carolina.","Mecklenburg County, North Carolina."
,who released them?,773.0,811.0," December 16, 2002 by Creative Commons",Creative Commons
,Was she alone?,0.0,866.0,The girls were tobogganing,No
,what did she try to catch?,838.0,938.0,Dias scattered a few handfuls of maize to the chickens and then assisted Maria to catch two of them;,Chickens
