input,instruction,span_start,span_end,span_text,output
,did someone bow before the king?,909.0,1024.0,"o I bowed before the king, and said that I would run like a dog to do his bidding, and he gave me men to go with me",Yes
,Where did he run to?,1319.0,1341.0,the edge of the growth,the edge of the growth
,What was bought?,0.0,609.0,military ranks,military ranks
,How did John find the house?,256.0,290.0, He found the house hung all over ,hung all over
,What was the date of the moon landing?,983.0,1014.0,"The July 20, 1969, moon landing","July 20, 1969"
,Where?,51.0,65.0,0,in an apartment
,What happened to their vessel?,274.0,367.0,"He was wrong, however, for a second later the row-boat bobbed up, less than four yards off. 
",Overturned
,How many matches has he won this year?,448.0,451.0,70 ,70.
,Who was arrested?,280.0,297.0,0,former President
,"How did Shaun Jones of Titusville, Florida, react when he heard news of Whitney Houston's death?",95.0,100.0,jumped out of bed in disbelief,jumped out of bed in disbelief
,what did he first get on to reach it?,315.0,0.0," He climbed up a nearby rock and took a running start towards the branch,",a rock
,Does it own record labels?,793.0,889.0,The company owns and operates some of the largest and most successful record labels in the world,yes
,Who is Arlen Specter?,9.0,0.0,Former U.S. Sen. Arlen Specter,Former U.S. Senator
,What was the most exciting part of growing the vegetables?,157.0,161.0,they would get even bigger,they would get even bigger
,Who was James Bond produced by?,64.0,79.0,0,Eon Productions
,In what year did the team officially become the Chicago Cubs?,656.0,706.0,officially as the Chicago Cubs for the 1903 season,1903
,why?,1133.0,1179.0,legally I've been advised not to discuss that.,legal reasons
,Did Toby go to sleep pretty quickly?,1292.0,1336.0,the sandman threw dust in his eyes very soon,yes
,How many American leaders have been shot?,101.0,116.0,ninth American ,nine
,How would Mary feel if they hadn't?,313.0,347.0,but Mary would have been wretched ,She would have been wretched
,How big is Eurasia?,771.0,841.0,"Eurasia covers around , or around 36.2% of the Earth's total land area",36.2% of the Earth's total land area
,What was his name?,164.0,297.0,"""I am so soooooo sorry that this has happened,"" Desiree Young wrote to Kyron Horman in a letter that was released Monday to NBC News.",Kyron Horman
,Do we know who visited the location of his body?,0.0,1345.0, Accounts differ on who turned up at the tomb that morning:,Accounts differ
,How did Bob keep the cattle calm?,0.0,0.0,sing,sing
,How does the U.S. Coast Guard rank in terms of size compared to other navies around the world?,0.0,407.0,12th largest,12th largest
,In the beginning or the end of the month?,24.0,55.0,"The last of February drew nigh,",the end
,When is it not?,392.0,422.0,The park is no fun in the rain,in the rain
,With what?,0.0,1380.0,Bell said he had attempted suicide the month before by shooting himself in the chest but was recovering. ,A gun.
,What happened over the weekend?,396.0,469.0,"Kvitova, who last weekend added the season-ending WTA Championships title",WTA Championships title
,How did the Ancient Mariner solace himself?,241.0,243.0,scotch highballs,scotch highballs
,Did Parisse think playing conditions were good?,0.0,937.0,"Sergio Parisse, who said the conditions were the toughest he'd played in",No.
,what was his name?,965.0,0.0,son Porter,Porter
,of what ?,738.0,757.0,his disappointment ,his disappointment
,What kind was found in this era?,0.0,1421.0, giant dragonflies,giant dragonflies
,How many different professions did they want to improve?,728.0,820.0,"which aimed to improve the training of craftsmen, technicians, technologists, and engineers.",Four
,Which government first relaxed them a bit?,596.0,651.0," However, the UK government relaxed legislation in 1963",The UK
,Who did not want a cutlet?,555.0,635.0,"Cutlets were handed, each pink-frilled about the legs. They were refused by June",June
,Who started that?,380.0,385.0,0,Henry
,"What was the name of Billy Hardwick's bowling alley in Memphis, Tennessee?",0.0,254.0,all - star lanes,all - star lanes
,What did Ambrose offer to do when the Meadowcrofts discussed the missing John?,175.0,178.0,prepare for his journey,prepare for his journey
,Where did Hardwick recognize him from?,0.0,1322.0,"I think you are the same fellow that I met in the lumber-yard."" ",In the lumber-yard.
,Was Mrs. Gray planning to hike the mountain?,1112.0,1304.0,"Mrs. Gray had a small book, formed with leaves of blotting paper, to press the flowers in, which she meant to gather around the Hermitage while the rest of the party were gone up the mountain.",No
,Who lives there now?,323.0,376.0,during his trips to his mother's home in Williamsburg,his mother
,From?,0.0,110.0,letters from Messrs,Messrs
,did he win his match?,553.0,623.0,", Wawrinka did the almost unthinkable and pulled off a great escape. 
",Yes
,What was the purpose of sending the Smeaton to Arbroath the next morning?,0.0,97.0,for a cargo of stones from the building - yard,for a cargo of stones from the building - yard
,How many attend the yearly Memorial?,300.0,355.0,an annual Memorial attendance of more than 19.9 million,more than 19.9 million
,What is this about?,0.0,4.0,Kurd,Kurds
,What are the two postulates that generalized markup is based on?,0.0,110.0,browsers cannot parse it as sgml ( for compatibility reasons ) and codifies exactly what they must do instead .,browsers cannot parse it as sgml ( for compatibility reasons ) and codifies exactly what they must do instead .
,Was someone having nightmares?,14.0,48.0,But no--he surely is not dreaming.,no
,who was trembling,1535.0,1541.0,Eustac,Eustace
,Who's name did he take the tyranny in ?,1074.0,1185.0,"the tyranny of the Vitelli, which he found undefended and of which he took possession in the name of the Church",the church
,How was she?,391.0,500.0,"I'm as well as can be expected, thank you,"" said Anne smilelessly. A blight seemed to have descended on her. ",As well as can be expected
,Did she tell Caroline that?,922.0,956.0, she could say nothing to Caroline,No.
,Who saw the husband sometimes?,1067.0,1117.0, Surely Cecilia could not but see him occasionally,Cecilia.
,What was the letter Charlie sent to the minister explaining his position?,411.0,428.0,in the letter forwarded to you i explained the real circumstances of the death of the jew,in the letter forwarded to you i explained the real circumstances of the death of the jew
,Are they part of a group?,13.0,157.0,"An Indonesian court has rejected a bid by two Australian drug smugglers -- members of the ""Bali Nine"" -- to challenge their planned executions. ",Yes
,Was there another one?,358.0,408.0," competed with Sega's Dreamcast, Microsoft's Xbox,",Microsoft's Xbox
,How many?,869.0,940.0,Three of the ministers are holdovers from the government of Mario Monti,three
,Who rules it?,656.0,732.0,a region of England governed by the Mayor of London and the London Assembly.,The Mayor of London and the London Assembly.
,what was the sign made of?,749.0,821.0,"The sign reading ""Arbeit Macht Frei"" -- German for ""Work Sets You Free"" ","The sign reading ""Arbeit Macht Frei"""
,What did he pack?,58.0,0.0,0,his portmanteau
,Was there dancing?,1382.0,1389.0,dancing,yes
,How long had it been since a man from Britain won?,298.0,353.0,the first British man to win the tournament in 77 years,77 years
,into what?,0.0,290.0,Catholic Church (both Latin Church and Eastern Catholic Churches,Latin Church and Eastern Catholic Churches
,Does Nitrogen occur in all organisms?,1435.0,1467.0,Nitrogen occurs in all organisms,Yes
,Where was her husband at currently that she didn't go becuase he wasn't expected to have an long absence?,284.0,364.0,had only not gone with him to Madrid because he did not expect to be long absent,Madrid.
,What is one complexity measure used?,808.0,884.0,"Other complexity measures are also used, such as the amount of communication",the amount of communication
,Does it get mixed up with a tradition?,157.0,0.0,confused with,yes
,what is vastenavond,0.0,1070.0,vastenavond (the days before fasting),the days before fasting
,What is the name of Moammar Gadhafi's brother-in-law and intelligence chief?,337.0,342.0,abdullah al - sanussi,abdullah al - sanussi
,Did he have any important works?,225.0,0.0,He is known for three major works,Yes
,Where did sailors explore?,1055.0,1132.0,", Portuguese sailors continued to explore the coasts and islands of East Asia",East Asia
,What was the deadline?,795.0,800.0,2011 ,2011
,When they mat it down does that release the air?,1046.0,1085.0,tted as glass wool in a way to trap air,No
,Will it be hard for them to attend?,750.0,808.0,"""Hamburg is an accessible city for a lot of British fans, ",no
,Where the people betting on Jim to win the fight?,903.0,961.0,"On the whole, however, the betting was in favour of Wilson",no
,What color was the Miracle Whip?,219.0,219.0,red,red
,What does he do for a living now?,898.0,936.0,Inoue says drawing a basketball Manga ,draws Manga
,How is his face described?,878.0,911.0,"with a heavy, expressionless face",Heavy and expressionless.
,of what?,0.0,45.0,association football,association football
,What is he accused of?,828.0,860.0,detonating pressure cooker bombs,detonating bombs
,Was it painful?,576.0,653.0,". It's just a little pain but the strapping usually helps the pain go away."" ",A lttle.
,Who was he speaking to?,624.0,662.0,"That certainly seems possible,"" Victor",Victor
,What is Philip Markoff charged with?,190.0,192.0,killing brisman,killing brisman
,who?,1504.0,1614.0,U.S. Justice Department closed a criminal investigation without charges into the deaths of two terror suspects,U.S. Justice Department
,what month was it?,627.0,636.0,September,September
,Was Lady Everingham impressed?,15.0,204.0,"'And you walked here!' said Lady Everingham to Coningsby, when the stir of arranging themselves at dinner had subsided. 'Only think, papa, Mr. Coningsby walked here! I also am a great walke",yes
,Did Hiawatha have any friends?,15.0,138.0,"And these two, as I have told you, Were the friends of Hiawatha, Chibiabos, the musician, And the very strong man, Kwasind.",Yes
,What happened to Stanley Guidroz in Louisiana in March 2011?,353.0,362.0,he had been charged in the killing of his wife,he had been charged in the killing of his wife
,What were they working on?,1165.0,1200.0,"hard at work, fitting out a warship",a warship
,when?,216.0,230.0, on her return,on her return
,Are Canadians usually able to watch a Fox affiliate?,1185.0,1260.0,Most viewers in Canada have access to at least one U.S.-based Fox affiliate,Yes
,did McCready try to get help?,20.0,0.0,0,yes
,Where did he work?,118.0,121.0,NFL,NFL
,What was the government accused of?,1395.0,1463.0,Afghanistan's government has been accused of being corrupt and weak.,being corrupt and weak.
